,packing_fraction
236,0.10071800667824485
237,0.10071852592999003
238,0.10071860213415121
239,0.10071860092552626
240,0.10072653859105948
241,0.10072463612152423
242,0.10072554024760051
243,0.10072672073311434
244,0.1007270110485257
245,0.10072830592958538
246,0.1007286761809637
247,0.10072873468967104
248,0.10072871776315075
249,0.10072872671628934
250,0.10072874672807088
251,0.1007287488264743
252,0.10072875173689777
253,0.10072840483068672
254,0.10072855399232371
255,0.10072866160634887
256,0.10072868703378107
257,0.10072974677611202
258,0.1007307326006808
259,0.10073078488697997
260,0.10072946879107843
261,0.10073126949814841
262,0.10072325969755802
263,0.10071926720801044
264,0.10072502612774843
265,0.10073061338543221
266,0.10073150815194422
267,0.10073255301762925
268,0.10073276794116481
269,0.10073286025977131
270,0.10073287854285252
271,0.10073294698209014
272,0.10073299903495327
273,0.10073304895189078
274,0.10073304953610059
275,0.10073319140796248
276,0.10073327235257237
277,0.10073096520786204
278,0.10073247946266844
279,0.10074012559883619
280,0.10074015878293624
281,0.10074048973462114
282,0.1007406016428006
283,0.1007408656091747
284,0.10074098575680004
285,0.10074132647985136
286,0.10074136014388209
287,0.10074148137324107
288,0.10074151481886084
289,0.10074152721256326
290,0.10074152745160408
291,0.1007424576584617
292,0.1007423217005935
293,0.10074254173620109
294,0.10074305990808413
295,0.1007466265746841
296,0.10074735086269618
297,0.10074743029742618
298,0.10074745033970278
299,0.10074746480365587
300,0.10074746659041886
301,0.10074746999406124
302,0.10074764446620225
303,0.10074921430063825
304,0.10074687429219886
305,0.10074924254899635
306,0.10074935161992928
307,0.10074918367499565
308,0.10074950835987816
309,0.10074955468038607
310,0.100750167156994
311,0.10074559970721184
312,0.10074645982204535
313,0.10074646461693697
314,0.10074645017920232
315,0.10074645957151401
316,0.1007464674608219
317,0.10074923974490806
318,0.10074957947044058
319,0.10075055680964491
320,0.10075120229911583
321,0.10074898798570216
322,0.1007503402755225
323,0.10075628297264738
324,0.100757445055937
325,0.10075791089215363
326,0.10075873104174482
327,0.10075889919954582
328,0.10075898417448273
329,0.10075896234931694
330,0.10075923351854643
331,0.10075934140530428
332,0.10075934074800333
333,0.10075927441278568
334,0.10075945343492562
335,0.10075945154343408
336,0.10075983752226775
337,0.10076019747185827
338,0.10076022528042686
339,0.10076030763884135
340,0.10076035866496183
341,0.10076037278448609
342,0.10076036977607691
343,0.10076038224050039
344,0.10076034870648598
345,0.10076040729847675
346,0.10076054836536157
347,0.1007605529975402
348,0.10076056068275802
349,0.10076056256693165
350,0.1007605688403506
351,0.10076056875012228
352,0.10075899243349336
353,0.1007619024908035
354,0.10076358348628815
355,0.10076673514271654
356,0.1007679788101935
357,0.10076811901490716
358,0.10076804098741787
359,0.10076809186839401
360,0.10076815335014865
361,0.10076815340488247
362,0.1007681535425123
363,0.10076815357510914
364,0.10076815358556132
365,0.10076804962022891
366,0.10076811770224905
367,0.10076812302650381
368,0.10076815886553613
369,0.10076815965833376
370,0.10076815904566615
371,0.10076815988072808
372,0.10076815976441308
373,0.10076816068316931
374,0.10076816213978473
375,0.10076818479688193
376,0.10076819555082427
377,0.10076820101083492
378,0.10076820115546323
379,0.10076748226139291
380,0.10077095746292916
381,0.10077146357253548
382,0.10077148772019269
383,0.10077203448415417
384,0.1007737739890505
385,0.10077383219128618
386,0.10077083366546515
387,0.10077168524592972
388,0.10077687137077039
389,0.10078188073585391
390,0.1007821673850993
391,0.1007823554761038
392,0.10077844022125473
393,0.10077923625285948
394,0.10078298138925552
395,0.10078340378420392
396,0.10078390996320771
397,0.10078489234831195
398,0.10078509978451296
399,0.10078703795977413
400,0.10078699978344441
401,0.10078725538781291
402,0.10078729952208335
403,0.10078795653694453
404,0.10078803132355335
405,0.10078702492981553
406,0.10078821070257413
407,0.10078854215241323
408,0.1007918631020628
409,0.10079200541306574
410,0.10079230149756349
411,0.10079251147583815
412,0.10079261629427021
413,0.10078830793750684
414,0.10079319989692322
415,0.10079477171284303
416,0.10079712629846159
417,0.10079881225466548
418,0.1007993838197948
419,0.10079934129702631
420,0.10079943673864103
421,0.10079954249842774
422,0.10079963686867172
423,0.10079812039916668
424,0.10079461626177182
425,0.10079925687851081
426,0.100801032134356
427,0.10080109644542214
428,0.10080222679597442
429,0.10080288832363578
430,0.10080434596627784
431,0.10080494130398102
432,0.10080515027133417
433,0.10080516611035263
434,0.10080525340912887
435,0.10080888819050843
436,0.10080932052119823
437,0.10080941452952864
438,0.10080948202621641
439,0.10081110887850758
440,0.10081178107586117
441,0.10081199559979431
442,0.10081202762365235
443,0.10080977053553399
444,0.10081179187526434
445,0.10081338293417304
446,0.10081432027191456
447,0.10081599991762999
448,0.10081626617514225
449,0.10081593426827803
450,0.10081757614254451
451,0.100818753181708
452,0.10081891721965212
453,0.10081877839071403
454,0.10081884011485887
455,0.1008163348960831
456,0.10082015188362999
457,0.10082000913651981
458,0.10082164601985417
459,0.10082168611964168
460,0.10082130415684201
461,0.10082134496206398
462,0.10082141029655602
463,0.10082200641954907
464,0.1008279398331411
465,0.10082810450035412
466,0.10082702310374021
467,0.10082724598542041
468,0.10082756749725932
469,0.10082756774315949
470,0.10082756820193389
471,0.10082756817671315
472,0.10082756822735986
473,0.1008275124771457
474,0.10082751821010852
475,0.10082755306236033
476,0.10082756555069931
477,0.10082757575836163
478,0.10082758066355772
479,0.10082757985721019
480,0.10082758346650332
481,0.10082732401453326
482,0.10082727024276796
483,0.10082732478834658
484,0.10082727773414035
485,0.10082729601872928
486,0.10082732909522521
487,0.10082734043129785
488,0.10082737233166911
489,0.10082728538499952
490,0.10082701096656649
491,0.10082757428618426
492,0.10082734865619204
493,0.10082799534676595
494,0.10082803909342655
495,0.10082806830929367
496,0.10082816347118108
497,0.10082817018786959
498,0.10082817745304737
499,0.10082818440369853
500,0.10082822439333528
501,0.1008282199463316
502,0.10082822278142199
503,0.10082760512606888
504,0.10083179690184091
505,0.10083134570882915
506,0.10083266018962281
507,0.1008266575545932
508,0.10083046341093706
509,0.10083820541994376
510,0.10083894297347534
511,0.10083893335228863
512,0.10083885083876752
513,0.1008389421241661
514,0.10083898082809194
515,0.10083722754950855
516,0.100829011805921
517,0.10082637644298811
518,0.10083706143612046
519,0.10084109252477366
520,0.10084118502099076
521,0.10084171538777006
522,0.10083896946265448
523,0.10084008703775364
524,0.10084024523392648
525,0.10084022417431204
526,0.10083911183075699
527,0.1008397310789042
528,0.10083995344180763
529,0.10084054277171044
530,0.10083847656881899
531,0.10084046644732078
532,0.10084061249654412
533,0.10084065920217657
534,0.10084087119988047
535,0.10084102392235998
536,0.10084097045147511
537,0.1008410493519565
538,0.10084106415005031
539,0.1008411639855139
540,0.10083609256047978
541,0.1008506100306175
542,0.10085488284822226
543,0.10085494566498762
544,0.10085495016884409
545,0.1008549521916695
546,0.10085494463930446
547,0.10085494854540308
548,0.10085494924778232
549,0.1008549500867485
550,0.10085495047046979
551,0.1008549504715212
552,0.10085495047195728
553,0.10085496726483638
554,0.10085522866341269
555,0.10085523949657439
556,0.10085523685192245
557,0.10085786324635182
558,0.10085786728268376
559,0.10085786059403684
560,0.10085738596900667
561,0.10085552985533859
562,0.10085592155459684
563,0.10085555056663537
564,0.10085571802733123
565,0.10085594079884028
566,0.10085595354650889
567,0.10085595571697804
568,0.10085591845663336
569,0.10085594815148063
570,0.10085598725570967
571,0.10085601456740806
572,0.10085172164974482
573,0.10085382111502217
574,0.1008564623977562
575,0.10086162333200556
576,0.1008620100813908
577,0.10086283289036546
578,0.10086284239213616
579,0.10086285517875329
580,0.10086289138495573
581,0.10086289942455616
582,0.10086290629182434
583,0.10086290757528285
584,0.10086683586944989
585,0.10086708116114311
586,0.10086766996057642
587,0.100867811005999
588,0.10086818764016377
589,0.10086775464324756
590,0.1008700883209239
591,0.10087054345112746
592,0.10087062045513695
593,0.10087062697742415
594,0.10087005105797377
595,0.10087068379758508
596,0.10087072225111886
597,0.1008707238535389
598,0.10087072421121838
599,0.10087072433194272
600,0.10087072383384176
601,0.10087072378210762
602,0.10087078355260688
603,0.10087096513854871
604,0.10086946595593287
605,0.10087004072609151
606,0.10087005965128411
607,0.10087039269443784
608,0.10087017491626152
609,0.10087024986044119
610,0.10087335134181771
611,0.10087339562294582
612,0.10087344331538281
613,0.100873274343331
614,0.10087330669073696
615,0.10087331763576286
616,0.10087332305327608
617,0.10087331624367889
618,0.10087328996575705
619,0.10087322220206424
620,0.10087321905261669
621,0.10087306663175892
622,0.10087415887409328
623,0.10087535571219136
624,0.10087476249689864
625,0.10087657387803245
626,0.10087667185791156
627,0.10087668596592717
628,0.10087487482634704
629,0.10087583615383773
630,0.10087559632574551
631,0.10087769875885902
632,0.10087816833692134
633,0.10087910662429984
634,0.10087690054985132
635,0.10087795187489718
636,0.10087893470229953
637,0.1008788815067127
638,0.10087968822074092
639,0.10088194616098412
640,0.10088112101239403
641,0.10088284073620293
642,0.10088299735181698
643,0.10087535928365546
644,0.10088886671368347
645,0.10089358806043673
646,0.10089504026041225
647,0.10089517882204378
648,0.10089535425690177
649,0.10089536556355568
650,0.10089537849338569
651,0.10089537896876878
652,0.10089540301369138
653,0.10089541164687062
654,0.10089569190136183
655,0.10089548003087868
656,0.10089981589400787
657,0.10090493318014439
658,0.10090493844994006
659,0.10090559105170252
660,0.10090576655174847
661,0.10090447326829975
662,0.10090488783018238
663,0.1009054160822932
664,0.10090545934478423
665,0.10090546166840575
666,0.10090548731675938
667,0.10090549125727406
668,0.10090549055833067
669,0.1009052819359331
670,0.10090535720554
671,0.10090536046432906
672,0.10090548810297549
673,0.10090521520008854
674,0.10090494465933689
675,0.10090518715929757
676,0.10090541592390928
677,0.10090543139003176
678,0.10090543424152475
679,0.10090543169992022
680,0.10090543686085028
681,0.1009054358666837
682,0.10090668991428225
683,0.10090671850357005
684,0.10090673476588152
685,0.10090673495176626
686,0.10090673517377662
687,0.10090673775206556
688,0.10090673423646776
689,0.10090673506511756
690,0.10090673725384468
691,0.10090398830137237
692,0.10090412805659514
693,0.1009041326922891
694,0.10090414606971199
695,0.10090067856783516
696,0.10090142111085976
697,0.10089584819992906
698,0.10090964413289166
699,0.10091233314801597
700,0.10091456098736054
701,0.10091474533919262
702,0.10091534889199
703,0.10091545086538614
704,0.10091616144789489
705,0.10091616581224153
706,0.10091617802805637
707,0.10091618726749954
708,0.10091613469645562
709,0.10091591108081191
710,0.10091613326011323
711,0.10091620965310039
712,0.10091626917555646
713,0.10091650681255261
714,0.10091658405735775
715,0.10091658596438352
716,0.10091658655498653
717,0.10091658770224807
718,0.10091658890294095
719,0.10091537253026057
720,0.10091621244030471
721,0.10091632395284166
722,0.10091470074504473
723,0.10091519465668365
724,0.10091498871233108
725,0.10091646287988335
726,0.10091541514963175
727,0.10091683509406392
728,0.1009169437847157
729,0.10091688536905907
730,0.10091702438718637
731,0.1009170611546865
732,0.10091715844138943
733,0.1009171687601439
734,0.10091717127706261
735,0.1009171735313583
736,0.1009184969653195
737,0.10091879423084443
738,0.10092148026485298
739,0.1009215479051147
740,0.10092170565149063
741,0.10091342730502682
742,0.10092163580683847
743,0.10092321612805825
744,0.10092445953875938
745,0.10092459256180729
746,0.10092495745663664
747,0.1009252398621312
748,0.10092521942700589
749,0.10092523346005382
750,0.10092495785568988
751,0.1009260263905885
752,0.10092608322900162
753,0.10092713827797688
754,0.10092769066894364
755,0.10092810511488559
756,0.10092831189222334
757,0.1009290316890801
758,0.10092904180137283
759,0.10092904485639576
760,0.1009290452684842
761,0.10092904405357568
762,0.10092316467160992
763,0.10092902485558297
764,0.10092970883720623
765,0.10093085685727947
766,0.10093116545474624
767,0.10093073553460585
768,0.10093175748086977
769,0.10093183725961744
770,0.1009318167647037
771,0.10093194126077316
772,0.10093205643250795
773,0.10093131248470423
774,0.10093344044360238
775,0.1009345318241302
776,0.10093519626032375
777,0.10093591156056159
778,0.1009367191604578
779,0.10093692869950012
780,0.10093706542658257
781,0.10093704324340086
782,0.1009370786441818
783,0.10093707975412532
784,0.10094249760793099
785,0.10094854960599507
786,0.10094885871980908
787,0.1009489209710262
788,0.10094882905893425
789,0.1009488914820734
790,0.10094894144891559
791,0.10094904527500309
792,0.10094884127839643
793,0.1009489782594096
794,0.10094901470655335
795,0.10094944101824817
796,0.10094990372540338
797,0.10094983718452515
798,0.10094980655889255
799,0.10094984309166133
800,0.10094989614747577
801,0.10094820339036054
802,0.10094987344185997
803,0.10094988748877294
804,0.10095333243245849
805,0.10095351711417631
806,0.1009541006267122
807,0.10095551240563268
808,0.10095005735119025
809,0.10095346415317759
810,0.10095819699356062
811,0.10095839306481327
812,0.10095928044366981
813,0.10095942017198666
814,0.10095947225502683
815,0.10095953158635469
816,0.10095958666325704
817,0.1009596342830357
818,0.10095964506848487
819,0.10095964672895179
820,0.10095964620525122
821,0.10095962524324831
822,0.1009596589014077
823,0.10095196492348361
824,0.1009538863923225
825,0.10095707452751705
826,0.1009568820681283
827,0.10095240732658844
828,0.10095556629621621
829,0.10095944200174253
830,0.10096178653295082
831,0.1009619041160597
832,0.10096190630323561
833,0.10096208998143341
834,0.10096217598767357
835,0.10095993479003097
836,0.10096098820045381
837,0.10096061747808184
838,0.10096260076819921
839,0.10096293463516198
840,0.10096409231549673
841,0.1009641861485223
842,0.10096421329472097
843,0.10096433623672812
844,0.10096436452125916
845,0.1009644021591808
846,0.10096424056074252
847,0.10096401134924082
848,0.10096418388511544
849,0.10095511197362826
850,0.10096624116791468
851,0.10096504078131444
852,0.10096520026931544
853,0.10096531801716291
854,0.10096534696459245
855,0.1009653718712715
856,0.10096540556735291
857,0.10096541224787287
858,0.10096532290407437
859,0.10096539659804295
860,0.10096543716155403
861,0.10096550104168904
862,0.10096561850990637
863,0.10096563600466434
864,0.10096565735958817
865,0.10096566775885146
866,0.10096566965464467
867,0.10096567151677387
868,0.10096567150609341
869,0.10096567155538169
870,0.10096567156881851
871,0.10096567160364885
872,0.10096567249857262
873,0.10096559379174805
874,0.10096570740775838
875,0.10096577009269049
876,0.10096569640514612
877,0.10096578352121886
878,0.10096579515158186
879,0.10096593983432456
880,0.10096595705367042
881,0.10096597125026244
882,0.10096601626563755
883,0.10096642802568674
884,0.10096500108989079
885,0.10096670683553706
886,0.10096814379649827
887,0.10097138170266635
888,0.10096972908900606
889,0.10096998196509703
890,0.10097115204268604
891,0.10097118322106025
892,0.1009712363498414
893,0.10097124602873375
894,0.10097122407796542
895,0.10097024043966674
896,0.10097158982838443
897,0.10097161532091668
898,0.10097162014333658
899,0.10097166203116473
900,0.10097166401812166
901,0.10097166411761156
902,0.10097166420986169
903,0.10096736375676237
904,0.10096879307644069
905,0.10096539524371745
906,0.10096716513844996
907,0.10097152169026531
908,0.10097144718525256
909,0.10097057944058524
910,0.10097620503420562
911,0.1009801204928304
912,0.10098021357963084
913,0.10098021982865757
914,0.1009802313563148
915,0.1009801162303304
916,0.10098017997666749
917,0.10098019480924397
918,0.10098020184683998
919,0.10098282428073001
920,0.10098292997869043
921,0.10098304559835299
922,0.10098297681675619
923,0.10098287481985245
924,0.10098303784169282
925,0.10098313256956033
926,0.10098313445842637
927,0.1009831388692987
928,0.10098314569680254
929,0.10098617727281806
930,0.10098652902486205
931,0.10098662241353981
932,0.10098684337877378
933,0.1009885930256686
934,0.10098916971513522
935,0.10098937226453082
936,0.10098966169737024
937,0.1009896639958707
938,0.10098963233693525
939,0.10098964055422979
940,0.10098483214888045
941,0.10099023767319484
942,0.1009904149974102
943,0.10099124004320471
944,0.10099170964965233
945,0.10100354108019342
946,0.10100380863089252
947,0.10100388810224913
948,0.10100300144270825
949,0.10100432379825364
950,0.10100431091674933
951,0.10100455488303793
952,0.10100459944763791
953,0.10100460128148953
954,0.10100460606649041
955,0.10100460964947956
956,0.1010046113615584
957,0.10100458815374307
958,0.10100460637366292
959,0.1010042631488274
960,0.10100442848237787
961,0.10100444323565934
962,0.10100445222265207
963,0.10100445361918628
964,0.10100213165577433
965,0.1010097110597563
966,0.1010153161882993
967,0.10101711233209577
968,0.10101847109737384
969,0.10102082236776472
970,0.10102088598118981
971,0.10102097546858635
972,0.10102164844816432
973,0.10102195841493407
974,0.10102233418010459
975,0.10102212810310596
976,0.10102214535887606
977,0.10102295940303055
978,0.10102319312789794
979,0.10102340709393301
980,0.10102346731231931
981,0.10102348074062159
982,0.1010234876698492
983,0.10102349021202592
984,0.10102349049397823
985,0.10102350840033021
986,0.10102351842356909
987,0.10102351982888785
988,0.10102352582920594
989,0.10102309704781662
990,0.10102321370262543
991,0.10102331782801799
992,0.10102332625989235
993,0.10102340280035145
994,0.10102343065492053
995,0.10102344304708173
996,0.10102344546406869
997,0.10102344719693576
998,0.10102344728918909
999,0.10102344735039724
1000,0.10102344784619537
1001,0.10102352274751653
1002,0.10102361788313041
1003,0.10102366321977073
1004,0.10102366325883363
1005,0.10102366349420566
1006,0.10102366349865781
1007,0.10102117930367271
1008,0.10102217286724835
1009,0.10101762859524524
1010,0.1010240747183829
1011,0.10102482332223318
1012,0.10102494793811552
1013,0.10102605176590947
1014,0.10102619208064587
1015,0.10102603039753749
1016,0.10102652486134284
1017,0.10102657329467128
1018,0.10102665708241196
1019,0.10102686739244018
1020,0.10102681879750533
1021,0.10102335579598067
1022,0.10103089812520819
1023,0.10103112331773355
1024,0.10103121079491767
1025,0.10103142706153816
1026,0.10103144222058345
1027,0.10103145037555487
1028,0.10103145041880109
1029,0.10103145065952744
1030,0.10103116917981204
1031,0.1010316176676081
1032,0.10103143455625552
1033,0.10103200577299856
1034,0.10103203954277816
1035,0.10103214984842693
1036,0.10103376978032287
1037,0.10103425183777821
1038,0.1010354325095114
1039,0.10103558579718075
1040,0.10103668256195791
1041,0.10103721538376388
1042,0.10103723962468067
1043,0.10103727391077241
1044,0.10103812818187108
1045,0.1010345126032497
1046,0.10103831583237544
1047,0.10103815342344744
1048,0.10103820302229735
1049,0.10103828645047194
1050,0.101038303744705
1051,0.10103828228588577
1052,0.10103816945774913
1053,0.10103879416564376
1054,0.10103879902533042
1055,0.10103880234110453
1056,0.10103880622437486
1057,0.10103886713745937
1058,0.10103881694268338
1059,0.10103883716927609
1060,0.10103885460987021
1061,0.10103885167662956
1062,0.10103885777541392
1063,0.10103885930926647
1064,0.1010388617448299
1065,0.10103886302008577
1066,0.10103886315749515
1067,0.10103886143168438
1068,0.10103886377662356
1069,0.10103886482723733
1070,0.10103888135445836
1071,0.10103889006813171
1072,0.10103889235593828
1073,0.10103798560055126
1074,0.1010378474526637
1075,0.10103961055908028
1076,0.10104277356554899
1077,0.10103657560240106
1078,0.10103845906098155
1079,0.10104590473746244
1080,0.10104643523859441
1081,0.10104711426651136
1082,0.10104712102444227
1083,0.10104544605896301
1084,0.10104661234297758
1085,0.10104681782254449
1086,0.10104683557281743
1087,0.10104685739665485
1088,0.10104683074497658
1089,0.10104683244961656
1090,0.10104667410881787
1091,0.10104579069055356
1092,0.10104621918677184
1093,0.1010464333531904
1094,0.1010464905738931
1095,0.10104674233078026
1096,0.10104384521424732
1097,0.10104519224811528
1098,0.10105244378679232
1099,0.10106088391024967
1100,0.1010617385924788
1101,0.10106185036396594
1102,0.10106207713106513
1103,0.1010619402079551
1104,0.10106201578764114
1105,0.10106207530494159
1106,0.10106209689418665
1107,0.10106211067107408
1108,0.10106211323594909
1109,0.10106211721690511
1110,0.10106211754862494
1111,0.10106211804685082
1112,0.10106164112929714
1113,0.10106290359132812
1114,0.10106347450707409
1115,0.10106350674197385
1116,0.10106307881139921
1117,0.10106331116056162
1118,0.10106333769848169
1119,0.10106333841764596
1120,0.10106332798406086
1121,0.1010562192959297
1122,0.10105697765909386
1123,0.10105708912762508
1124,0.10106124506701593
1125,0.10106251689165022
1126,0.10106314669194875
1127,0.10106351825473406
1128,0.1010632003444815
1129,0.10106363510527798
1130,0.10106385874644909
1131,0.10106115257579575
1132,0.10106239670441147
1133,0.10106372275014959
1134,0.10106396942228138
1135,0.10106486319333267
1136,0.10106583688933926
1137,0.10106640631413058
1138,0.10106641070366208
1139,0.10106666689371337
1140,0.10106675353274824
1141,0.10106676086682286
1142,0.10106667664245508
1143,0.10106670001306775
1144,0.1010667235412152
1145,0.10106672521420496
1146,0.10106673099794738
1147,0.10106798070610891
1148,0.10106788187228805
1149,0.10106801801920928
1150,0.1010681546528853
1151,0.10106717842996556
1152,0.1010679344294707
1153,0.10106865770961293
1154,0.10106977876917494
1155,0.10106676981938666
1156,0.10106748621311366
1157,0.10106917671569048
1158,0.10107305898140533
1159,0.10107306930611544
1160,0.10107193475044766
1161,0.10107253603263656
1162,0.10107241444888591
1163,0.10107119854985866
1164,0.10107188311970922
1165,0.10107408437277567
1166,0.1010764996930301
1167,0.10107706187769301
1168,0.10107746422320969
1169,0.1010774687760178
1170,0.10107787666672781
1171,0.10107789748490645
1172,0.10107791887557159
1173,0.10107793418903258
1174,0.10107794529325084
1175,0.10107794453297045
1176,0.10107794147738514
1177,0.10108057121166102
1178,0.10108354648137936
1179,0.10108209104302582
1180,0.10108291856158075
1181,0.1010830874542313
1182,0.1010832003116145
1183,0.10108322225875334
1184,0.1010832408716457
1185,0.10108234961707488
1186,0.10108202535366849
1187,0.10108348371633567
1188,0.10108374107982293
1189,0.10108397291017215
1190,0.10108399600201226
1191,0.1010840010497458
1192,0.1010840048284591
1193,0.10108400545208467
1194,0.10108400553829196
1195,0.1010840055223981
1196,0.10108400563846068
1197,0.10108062550344582
1198,0.10108419910755524
1199,0.10108428113022126
1200,0.1010842955838024
1201,0.10108438012455036
1202,0.10108418962096259
1203,0.10108438724607374
1204,0.10108442226961427
1205,0.1010829784548636
1206,0.10108336724276953
1207,0.10108460885282175
1208,0.10107810018683884
1209,0.10108416132918596
1210,0.10108500739367476
1211,0.10108614867248858
1212,0.10108626890629821
1213,0.10108634832111354
1214,0.10108638740512778
1215,0.10108639234912145
1216,0.10108639229306293
1217,0.10108639245277612
1218,0.10108639247521842
1219,0.10108639247776491
1220,0.10108639247819906
1221,0.10108423144849141
1222,0.10108625009200918
1223,0.10108816476442703
1224,0.10108885287119465
1225,0.10109058233630788
1226,0.1010909847407784
1227,0.10109118031805402
1228,0.10109170734445433
1229,0.10109185718516278
1230,0.10109186074789431
1231,0.10109185250385301
1232,0.10109185507391533
1233,0.10108913024317583
1234,0.10109207160373078
1235,0.10109257801182055
1236,0.10109265905591364
1237,0.10110239916464887
1238,0.10110258676174129
1239,0.1011033539539681
1240,0.10110552146227358
1241,0.10110594855527252
1242,0.10110604114610147
1243,0.10110688739328176
1244,0.10110697758032333
1245,0.10110698268789865
1246,0.10110699210719261
1247,0.10110703026177949
1248,0.10110719083826697
